2026-03-08 21:18:28 | root | INFO     | ========================================================================
2026-03-08 21:18:28 | root | INFO     | Pipeline started at 2026-03-08 21:18:28
2026-03-08 21:18:28 | root | INFO     | ========================================================================
2026-03-08 21:24:29 | root | INFO     | ========================================================================
2026-03-08 21:24:29 | root | INFO     | Pipeline started at 2026-03-08 21:24:29
2026-03-08 21:24:29 | root | INFO     | ========================================================================
2026-03-08 21:24:30 | huggingface_hub._login | WARNING  | Note: Environment variable`HF_TOKEN` is set and is the current active token independently from the token you've just configured.
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: company = 500/500 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: date = 500/500 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: address = 500/500 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: total = 499/500 (99.8%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: company = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: date = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: address = 62/63 (98.4%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: total = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: company = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: date = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: address = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     |   SROIE field coverage: total = 63/63 (100.0%)
2026-03-08 21:24:41 | dataset_loaders | INFO     | [WildReceipt] Downloading from https://download.openmmlab.com/mmocr/data/wildreceipt.tar ...
2026-03-08 21:24:41 | dataset_loaders | INFO     | [FUNSD] Downloading nielsr/funsd from HuggingFace ...
2026-03-08 21:24:41 | dataset_loaders | INFO     | [Invoices-DONUT] Downloading katanaml-org/invoices-donut-data-v1 from HuggingFace ...
2026-03-08 21:24:41 | filelock | DEBUG    | Attempting to acquire lock 140313559014464 on /workspace/.hf_home/hub/.locks/datasets--nielsr--funsd/8dc335afe3d6722e9805f246609bb7aa5d662e92.lock
2026-03-08 21:24:41 | filelock | DEBUG    | Lock 140313559014464 acquired on /workspace/.hf_home/hub/.locks/datasets--nielsr--funsd/8dc335afe3d6722e9805f246609bb7aa5d662e92.lock
